"zip5","zip_median_income_2021","zip_median_income_2021_moe","zip_gini_2021","zip_gini_2021_moe","zip_population_2021","zip_population_2021_moe"
"84655",83657,6478,0.3052,0.0203,15303,297
"84656",76250,14380,0.3547,0.0618,358,108
"84657",55714,36255,0.3285,0.0526,598,178
"84660",84709,3416,0.3589,0.0178,45182,701
"84662",60250,7691,0.3467,0.0393,1517,383
"84663",77286,4536,0.386,0.0192,35124,152
"84664",114449,16971,0.4796,0.0413,11226,37
"84665",69167,27901,0.311,0.1114,621,196
"84667",59635,28739,0.3007,0.0643,372,130
"84701",52973,10693,0.3983,0.0283,8425,96
"84710",47813,29556,0.346,0.0592,424,158
"84711",81000,32039,0.353,0.0488,887,230
"84712",41339,2228,0.2907,0.0442,124,36
"84713",75395,12225,0.3169,0.0494,3437,92
"84714",57314,14692,0.3091,0.1051,751,353
"84715",47917,10787,0.4359,0.101,352,106
"84716",50625,18844,0.4691,0.1337,419,162
"84718",NA,NA,0.4453,0.1206,374,137
"84719",NA,NA,0.3887,0.2553,35,24
"84720",54418,5883,0.4251,0.0224,22797,1236
"84721",64156,6433,0.447,0.0587,27319,1374
"84722",54479,12593,0.3201,0.0556,927,240
"84723",55625,12278,0.3776,0.0554,532,163
"84724",56250,17822,0.3364,0.0461,1069,242
"84725",66389,10499,0.2727,0.0649,1563,297
"84726",39808,5166,0.4252,0.0719,716,170
"84728",58750,35203,0.1937,0.1044,49,35
"84729",56607,34436,0.4526,0.0771,414,176
"84730",88269,18621,0.3392,0.0502,627,164
"84731",NA,NA,NA,NA,9,16
"84732",142955,99462,0.2313,0.1725,56,35
"84733",NA,NA,0.4643,0.191,257,184
"84734",34063,21108,0.387,0.0733,310,131
"84735",87250,23675,0.2664,0.0906,160,90
"84736",62639,31671,0.4326,0.0844,305,100
"84737",58521,5411,0.4483,0.0627,20896,414
"84738",64369,13446,0.4411,0.0364,8928,82
"84739",57266,8221,0.4755,0.1322,657,190
"84740",NA,NA,0.4738,0.0958,301,101
"84741",56318,15923,0.4879,0.0666,6016,246
"84742",61250,22467,0.5224,0.1433,330,110
"84743",NA,NA,0.4733,0.1423,280,115
"84744",53182,18486,0.3126,0.0883,311,87
"84745",51058,11820,0.3592,0.0582,4286,34
"84746",71792,25222,0.3384,0.0666,1187,361
"84747",62188,37799,0.3895,0.069,1064,194
"84749",70000,36661,0.3956,0.0812,238,93
"84750",24079,13802,0.5125,0.0748,591,174
"84751",76964,10495,0.3596,0.0505,2481,258
"84752",58125,21021,0.3755,0.0515,1035,244
"84753",NA,NA,NA,NA,0,12
"84754",61893,8497,0.3704,0.046,4024,369
"84755",NA,NA,0.4116,0.1922,31,20
"84756",NA,NA,0.3026,0.1637,279,242
"84757",65833,18865,0.4108,0.1093,1265,319
"84758",66964,14528,0.2725,0.0444,536,153
"84759",58667,30093,0.4646,0.0828,2273,252
"84760",46042,30482,0.4306,0.0814,982,432
"84761",43705,5725,0.434,0.055,2927,441
"84762",NA,NA,0.2434,0.1043,102,129
"84763",39500,17804,0.3973,0.079,199,69
"84764",51359,17780,0.35,0.1038,258,148
"84765",84816,4714,0.31,0.0434,7697,221
"84766",75556,47365,0.28,0.144,232,94
"84767",64688,58494,0.5605,0.1193,684,165
"84770",60532,2859,0.4317,0.0334,44908,2293
"84772",36635,26219,0.4252,0.1111,241,102
"84773",34615,12270,0.2019,0.1467,160,116
"84774",80357,13305,0.423,0.1302,1818,394
"84775",79414,23440,0.2495,0.1288,376,132
"84776",40625,19301,0.4297,0.0577,463,119
"84779",76250,31333,0.3309,0.0819,806,237
"84780",78575,11939,0.4919,0.0588,27762,115
"84781",111176,104967,0.3182,0.1456,351,204
"84782",64135,62637,0.2225,0.0451,470,214
"84783",59722,18470,0.3585,0.0649,1042,319
"84784",62857,26210,0.4994,0.0747,1069,544
"84790",73071,6724,0.4444,0.021,50503,2069
"85003",47813,10514,0.5585,0.0397,8105,1143
"85004",59913,8347,0.5445,0.04,9071,1104
"85006",46963,3845,0.4575,0.0269,24777,1724
"85007",43716,7460,0.4919,0.027,14169,1201
"85008",51351,2783,0.4032,0.0204,59734,2964
"85009",41013,2376,0.4458,0.0309,51713,2357
"85012",72708,10867,0.4912,0.0283,7861,860
"85013",61215,5129,0.4717,0.0205,20163,1532
"85014",59168,3464,0.4764,0.0225,26120,1900
"85015",42823,2871,0.4791,0.022,41848,3058
"85016",71318,4920,0.5212,0.0228,36320,1818
"85017",46150,3031,0.4321,0.035,41195,2558
"85018",78640,5741,0.5564,0.024,37558,2094
"85019",48374,3745,0.4197,0.0305,29084,2721
"85020",67361,3806,0.4952,0.0243,33582,1864
"85021",51193,2518,0.4907,0.0189,39611,1917
"85022",60134,3831,0.4486,0.0193,50320,2252
"85023",62185,4275,0.4486,0.0281,33985,2248
"85024",81359,4310,0.4004,0.0312,24947,1927
"85026",NA,NA,NA,NA,0,13
"85027",64886,4220,0.4444,0.0738,38136,2247
"85028",105472,4460,0.4377,0.0194,18136,1067
"85029",53565,4214,0.4162,0.0193,47886,2821
"85031",56185,4430,0.4027,0.032,33410,2686
"85032",62805,3199,0.4296,0.016,69352,2836
"85033",51028,3118,0.397,0.0279,60114,2643
"85034",37981,8404,0.5399,0.0725,5001,579
"85035",48632,2243,0.4143,0.0513,54524,3328
"85037",65733,4710,0.3704,0.0222,52061,2581
"85040",48403,3117,0.4331,0.0222,33802,2114
"85041",59416,4371,0.4134,0.0177,62369,3230
"85042",71722,4766,0.4232,0.0303,45315,2552
"85043",57941,4661,0.3831,0.0247,38938,2747
"85044",84571,3341,0.4307,0.0175,40815,2116
"85045",141615,15187,0.3777,0.0387,6645,671
"85048",102655,10723,0.4328,0.0199,34039,1910
"85050",113020,11283,0.44,0.0216,31248,1306
"85051",47086,4125,0.4238,0.0212,43623,2629
"85053",56495,4949,0.4123,0.0304,28939,1973
"85054",90510,13519,0.4897,0.0752,8131,1160
"85083",136577,14868,0.3569,0.0491,19744,1482
"85085",105966,8622,0.3826,0.0317,26505,1751
"85086",108874,6125,0.4121,0.0255,43083,2649
"85087",103824,17659,0.3443,0.0408,8600,1124
"85118",71474,8741,0.4594,0.047,12504,1152
"85119",61028,3554,0.4175,0.0269,23792,1456
"85120",47048,3249,0.4374,0.0342,29062,1276
"85121",21912,10749,0.5895,0.0882,2000,441
"85122",57542,3220,0.4825,0.0861,54726,809
"85123",48044,8903,0.3994,0.0465,9017,1171
"85128",49562,6041,0.461,0.0409,17032,836
"85131",51471,9894,0.4293,0.0262,17032,744
"85132",63623,4609,0.4004,0.03,38485,1835
"85135",36477,9728,0.3694,0.1264,374,136
"85137",58750,23519,0.3806,0.0491,2506,454
"85138",83500,4520,0.3475,0.016,46647,1124
"85139",72549,8077,0.4009,0.0305,18596,1522
"85140",82376,4291,0.3915,0.0334,45352,2354
"85141",65000,41763,0.3677,0.0709,314,136
"85142",103075,4902,0.3865,0.0194,78246,2141
"85143",77806,5672,0.3449,0.0236,38548,2352
"85145",79541,16867,0.3162,0.0587,3403,554
"85147",28401,6887,0.534,0.0591,4221,846
"85172",47456,42567,0.383,0.0858,1849,650
"85173",35603,5277,0.4457,0.0512,2679,396
"85191",67159,7152,0.074,0.0514,108,72
"85192",58076,11639,0.3069,0.1186,2239,631
"85193",53805,12805,0.5288,0.1381,5303,890
"85194",65337,7032,0.4092,0.0298,7137,748
"85201",49844,2918,0.4384,0.0291,53402,2680
"85202",56652,2606,0.4217,0.0184,38663,1737
"85203",62514,5074,0.4271,0.019,38719,1726
"85204",58542,3513,0.4165,0.022,67614,2800
"85205",62047,2666,0.4447,0.0183,44195,1879
"85206",56967,3277,0.4152,0.0169,35163,1688
"85207",83696,5898,0.4436,0.0275,49699,2732
"85208",59684,3768,0.3863,0.0148,36837,2087
"85209",68906,3152,0.4086,0.0261,39726,1812
"85210",49598,2625,0.435,0.0169,40292,1948
"85212",109122,6680,0.3399,0.0212,43326,2590
"85213",87268,5407,0.4517,0.0226,37247,2395
"85215",76639,4263,0.4696,0.0273,16013,959
"85224",78745,2799,0.3713,0.0168,49065,2339
"85225",71104,3586,0.4026,0.015,73301,2281
"85226",94728,4340,0.3811,0.0175,41988,1771
"85233",92194,5123,0.3981,0.0193,37651,1735
"85234",98338,5458,0.4392,0.0313,50328,2080
"85236",NA,NA,NA,NA,0,13
"85248",82573,6701,0.4803,0.0251,36274,1597
"85249",130938,6069,0.4204,0.0234,43863,1727
"85250",88835,7629,0.4279,0.0278,15937,1348
"85251",78733,3588,0.5301,0.0359,40017,1836
"85253",159846,19922,0.5678,0.0207,17212,742
"85254",104284,4971,0.4582,0.0212,44752,2095
"85255",132266,9212,0.4851,0.019,41888,1856
"85256",38864,8234,0.4457,0.0554,5014,650
"85257",73795,5747,0.4381,0.022,30647,1886
"85258",96066,10078,0.5036,0.0255,25343,1442
"85259",121085,10031,0.4781,0.0273,22402,1342
"85260",94345,5628,0.4518,0.0229,38320,1820
"85262",150037,15256,0.5372,0.0344,12701,933
"85263",125915,21119,0.4309,0.0667,3083,627
"85264",61000,15901,0.37,0.0308,1374,382
"85266",141732,8954,0.4547,0.0316,12145,1318
"85268",90435,6181,0.488,0.027,23810,133
"85281",49204,3608,0.4732,0.0179,66878,2454
"85282",64151,2924,0.4073,0.0214,52066,2230
"85283",65808,4219,0.4422,0.0249,46375,1677
"85284",132837,7743,0.3715,0.0197,19067,1399
"85286",106053,4616,0.394,0.023,46755,1846
"85295",106389,5668,0.377,0.0243,51813,2811
"85296",102398,5398,0.3722,0.0204,49252,2298
"85297",115000,4970,0.3652,0.0198,34349,2113
"85298",129277,8616,0.3464,0.022,40894,2235
"85301",40717,1640,0.4382,0.0259,67736,2768
"85302",52663,6208,0.4371,0.038,40946,2157
"85303",64168,4246,0.3989,0.0302,34617,2082
"85304",73295,3783,0.4111,0.0294,28587,2212
"85305",91250,8611,0.3592,0.038,14485,1170
"85306",66945,4101,0.38,0.0278,23598,1208
"85307",67319,11037,0.3432,0.0286,11665,1682
"85308",84727,3904,0.4017,0.0129,63827,2174
"85309",NA,NA,NA,NA,955,558
"85310",107917,6999,0.3823,0.0251,19664,1273
"85320",40913,14770,0.5321,0.099,723,249
"85321",37851,5778,0.4407,0.0554,3745,564
"85322",66250,31327,0.5043,0.1441,443,190
"85323",65021,5475,0.3962,0.0213,44512,1887
"85324",63843,29396,0.4013,0.0624,2485,552
"85325",42629,16118,0.3736,0.0958,1215,316
"85326",71617,5417,0.3525,0.0168,71621,2354
"85328",NA,NA,0.4888,0.2318,142,97
"85329",45060,19682,0.3976,0.0606,2817,654
"85331",108213,3678,0.4138,0.0192,30647,1792
"85332",55104,17629,0.3939,0.1071,1758,497
"85333",39773,21714,0.4498,0.1118,501,180
"85334",31591,11451,0.3897,0.1097,959,308
"85335",65072,4050,0.3591,0.0238,35410,55
"85336",39161,7886,0.5082,0.0998,10318,1343
"85337",41689,9772,0.428,0.0537,2507,385
"85338",86271,4650,0.3669,0.0185,57464,1753
"85339",85007,4435,0.3583,0.0203,50260,2378
"85340",103808,3739,0.357,0.0225,35643,2736
"85341",NA,NA,NA,NA,41,70
"85342",50000,8645,0.4385,0.0467,1753,386
"85343",NA,NA,0.2893,0.1799,91,79
"85344",45934,4216,0.4417,0.0365,9369,493
"85345",55806,3468,0.4041,0.0148,59631,2749
"85346",NA,NA,0.6023,0.0972,2312,476
"85347",34474,14086,0.458,0.1403,653,301
"85348",46107,3965,0.4164,0.0858,2156,438
"85349",44090,2504,0.3923,0.0372,25772,1293
"85350",54681,8983,0.4143,0.0398,18838,751
"85351",44920,2914,0.4102,0.0175,28095,1474
"85352",35547,4515,0.2721,0.0843,407,210
"85353",77905,4770,0.3624,0.0267,42058,2425
"85354",65081,12437,0.3815,0.039,7359,958
"85355",100586,12485,0.3323,0.0418,12713,1170
"85356",62672,15796,0.4201,0.0446,4220,511
"85357",33895,3867,0.3784,0.1455,442,214
"85360",55625,35157,0.2676,0.1438,57,48
"85361",60651,13121,0.4167,0.0479,6970,1382
"85362",41367,7221,0.3714,0.0814,705,229
"85363",44595,7140,0.4426,0.0754,6908,26
"85364",51581,3043,0.4894,0.0265,72225,1797
"85365",59233,3817,0.4424,0.0213,49699,1802
"85367",49794,3234,0.4225,0.0178,20326,1262
"85371",NA,NA,0.6236,0.15,250,130
"85373",62609,5289,0.4293,0.0286,20366,1484
"85374",67527,3111,0.399,0.0247,40143,1961
"85375",58963,3319,0.4098,0.0223,26479,1137
"85377",114570,28609,0.5113,0.0812,3555,90
"85378",56585,7897,0.4134,0.0402,9540,1064
"85379",87397,3864,0.3442,0.018,48157,1877
"85381",79665,6250,0.3882,0.0217,26385,1614
"85382",80795,6057,0.4094,0.0235,41508,1876
"85383",125200,5800,0.3836,0.0182,66707,2628
"85387",81719,4259,0.3639,0.0267,14518,1137
"85388",90734,8527,0.3368,0.0368,33299,2025
"85390",58220,6013,0.5005,0.0575,9317,514
"85392",74398,4887,0.3748,0.0202,38772,1678
"85395",99317,7646,0.3995,0.0197,36531,1689
"85396",105323,3269,0.3298,0.0301,32413,2519
"85501",60905,6728,0.4086,0.0327,12903,679
"85530",37564,14089,0.4588,0.0759,1514,326
"85531",83741,827,0.1257,0.0929,434,227
"85532",77784,64146,0.2897,0.1522,312,235
"85533",52110,20127,0.4024,0.0991,3006,406
"85534",56629,9209,0.421,0.0467,2681,331
"85535",NA,NA,NA,NA,0,13
"85536",68750,42401,0.2576,0.0667,383,221
"85539",41917,5643,0.4541,0.0606,2872,518
"85540",71929,4487,0.277,0.0762,3795,505
"85541",55036,3780,0.4502,0.032,22746,479
"85542",37576,5646,0.3849,0.0587,3876,487
"85543",48191,12666,0.4068,0.0509,4073,476
"85544",49413,14044,0.3777,0.0478,2632,434
"85545",38423,14559,0.4176,0.0904,648,176
"85546",54551,3913,0.4056,0.0245,20189,653
"85550",38457,11835,0.5217,0.0472,5425,530
"85551",68207,5991,0.2854,0.1226,496,293
"85552",66425,6975,0.3842,0.0448,6601,326
"85553",32125,16580,0.3336,0.0671,1522,333
"85554",28750,21382,0.4096,0.0647,430,143
"85601",29598,6120,0.449,0.1702,527,199
"85602",53084,6086,0.4218,0.027,9590,523
"85603",40409,4058,0.4417,0.0317,6587,391
"85605",37000,7068,0.4388,0.1136,633,210
"85606",51953,11236,0.4252,0.0947,845,271
"85607",39600,4757,0.4651,0.0399,17394,1015
"85608",NA,NA,NA,NA,3038,599
"85609",NA,NA,0.2358,0.0948,410,256
"85610",47344,6631,0.5153,0.094,817,162
"85611",54844,17499,0.3984,0.0547,1423,375
"85613",88135,5832,0.2657,0.0422,5248,623
"85614",55047,2599,0.4483,0.025,23485,1340
"85615",79066,7926,0.3288,0.0263,9033,1025
"85616",49981,11083,0.4295,0.0498,5216,555
"85617",37679,9616,0.4461,0.0566,1113,205
"85618",44034,9745,0.3622,0.0444,1443,295
"85619",NA,NA,0.0819,0.0607,26,30
"85620",37778,13081,0.4091,0.1135,941,340
"85621",32613,3314,0.5258,0.0478,21688,436
"85622",68580,5017,0.4191,0.0395,6180,467
"85623",58965,4960,0.5559,0.1689,4927,812
"85624",36938,10703,0.4333,0.0525,1339,262
"85625",42446,5957,0.4483,0.0376,1866,280
"85626",51319,30180,0.4369,0.1471,1273,764
"85627",71033,12334,0.3631,0.0962,461,183
"85629",95227,2067,0.3577,0.0219,29319,1343
"85630",45203,9680,0.5342,0.0953,1811,534
"85631",44871,14354,0.3572,0.0389,3521,522
"85632",43676,7373,0.45,0.0393,784,119
"85633",NA,NA,0.3394,0.2754,42,25
"85634",35000,13929,0.4914,0.0356,6288,648
"85635",57689,4831,0.4448,0.0271,35167,1034
"85637",80093,14366,0.4116,0.0869,1130,256
"85638",48640,6293,0.4443,0.049,1667,211
"85639",23958,11467,0.4759,0.1838,425,187
"85640",NA,NA,0.0056,0.005,86,72
"85641",105841,3980,0.3482,0.0245,30080,1929
"85643",46926,5717,0.4335,0.0344,8565,653
"85645",44792,5810,0.3556,0.0521,1602,380
"85646",74714,23244,0.4845,0.1116,1274,247
"85648",54563,6104,0.4077,0.0265,21007,521
"85650",74707,11079,0.3848,0.0271,14447,1327
"85653",74289,4591,0.3959,0.041,19977,1622
"85654",NA,NA,NA,NA,0,13
"85658",95507,9925,0.3776,0.0346,15494,1332
"85701",44777,7559,0.5214,0.035,5283,625
"85704",68976,3967,0.4615,0.0286,34597,1927
"85705",32150,1241,0.4714,0.0286,55714,2925
"85706",42081,1726,0.4344,0.0247,57761,2176
"85707",NA,NA,NA,NA,691,188
"85708",60625,10693,0.3192,0.0375,3902,559
"85709",NA,NA,NA,NA,0,13
"85710",48583,2357,0.4228,0.0184,52385,2045
"85711",45984,3438,0.441,0.0179,41369,2166
"85712",39800,2630,0.4691,0.0202,31161,1757
"85713",43794,2711,0.4411,0.027,45904,2452
"85714",42267,3730,0.4152,0.0263,15828,1522
"85715",75681,4615,0.456,0.0473,18609,1665
"85716",43907,3169,0.4839,0.0195,31317,1845
"85718",99697,7509,0.5094,0.0185,26377,1119
"85719",35985,2009,0.4977,0.0214,47922,2405
"85721",NA,NA,NA,NA,0,13
"85723",NA,NA,NA,NA,140,212
"85724",NA,NA,NA,NA,0,13
"85726",NA,NA,NA,NA,0,13
"85730",55295,2777,0.4088,0.0247,38674,1795
"85734",NA,NA,NA,NA,5559,699
"85735",63497,8728,0.3695,0.0275,10811,1091
"85736",55699,16185,0.4196,0.0638,4473,629
"85737",92868,5367,0.3898,0.0266,22331,1106
"85739",72819,6901,0.4249,0.0373,17216,1281
"85741",63660,3137,0.3883,0.0224,34020,1388
"85742",83057,2839,0.3978,0.0315,28938,1257
"85743",76706,5877,0.3907,0.022,30655,1959
"85745",58396,3352,0.4723,0.0238,37566,2242
"85746",59097,3323,0.4033,0.0236,46452,2226
"85747",98682,3343,0.3256,0.022,26083,1577
"85748",84345,7650,0.3864,0.0228,19858,2024
"85749",99715,6758,0.4228,0.0256,18217,1158
"85750",89808,7756,0.4857,0.0228,24440,1345
"85755",98196,6334,0.4448,0.0318,17352,1115
"85756",58885,5260,0.3817,0.0317,36163,2290
"85757",64400,3254,0.4052,0.0291,20440,1312
"85901",52531,3276,0.4091,0.0202,18855,704
"85902",NA,NA,NA,NA,5,6
"85911",17896,4264,0.4813,0.0739,1432,415
"85912",NA,NA,0.4872,0.1828,161,109
"85920",64205,8077,0.4054,0.0705,562,170
"85922",48786,593,0.2027,0.2141,60,52
"85923",42279,19393,0.4479,0.1565,449,172
"85924",42010,10651,0.3941,0.0631,1855,363
"85925",71827,12269,0.3763,0.0545,4487,17
"85926",44375,32113,0.5174,0.1929,852,352
"85927",NA,NA,0.0716,0.0743,125,127
"85928",44338,19250,0.3871,0.0925,565,194
"85929",49600,3916,0.4303,0.0477,7377,832
"85930",52976,13772,0.3667,0.0791,1526,327
"85931",76220,1795,0.3004,0.1627,235,140
"85932",88459,36456,0.3047,0.1947,636,423
"85933",41369,6789,0.4055,0.0544,2908,457
"85934",NA,NA,0.4543,0.0985,486,242
"85935",66025,15715,0.4157,0.0582,4429,562
"85936",64531,23298,0.4639,0.1485,4057,287
"85937",52967,8956,0.4115,0.0376,9058,748
"85938",47577,6860,0.389,0.046,2359,415
"85939",78248,12857,0.3458,0.0713,3977,272
"85940",56625,9948,0.4151,0.0698,1524,530
"85941",38054,4391,0.4856,0.041,10640,1031
"85942",NA,NA,NA,NA,0,13
"86001",56561,5471,0.5301,0.0433,37157,1370
"86003",NA,NA,0.5516,0.1674,72,45
"86004",72296,4077,0.4211,0.0179,36337,1952
"86005",72799,8781,0.4842,0.0453,15921,1617
"86011",16250,12426,0.3771,0.1865,4717,676
"86015",103351,49128,0.3004,0.1422,1115,434
"86016",NA,NA,0.5967,0.2357,42,26
"86017",74575,19052,0.4542,0.1051,780,332
"86018",85568,34659,0.3493,0.0638,771,293
"86020",32981,6956,0.4993,0.0431,2283,333
"86021",56486,34724,0.5285,0.1405,4189,423
"86022",44048,6939,0.367,0.078,2041,411
"86023",85625,42467,0.3499,0.075,1916,471
"86024",78594,15646,0.3722,0.0676,1004,255
"86025",50057,5560,0.4309,0.0546,5253,184
"86028",NA,NA,NA,NA,39,60
"86029",NA,NA,0.0679,0.0627,106,77
"86030",30523,10162,0.4951,0.0789,927,221
"86031",25089,3739,0.5024,0.0414,1832,209
"86032",68026,4934,0.3515,0.0822,2121,437
"86033",27782,6785,0.5226,0.0444,8191,904
"86034",26339,9138,0.5069,0.0512,1519,279
"86035",47833,12470,0.4505,0.0598,1928,310
"86036",NA,NA,0.3622,0.0689,220,95
"86038",86042,85783,0.3637,0.2751,73,64
"86039",36719,16652,0.4801,0.0575,1590,349
"86040",54252,6856,0.4513,0.0415,10824,425
"86042",67130,13145,0.3726,0.0702,2207,526
"86043",42604,6474,0.4298,0.0819,2609,551
"86044",19762,5765,0.5464,0.0375,3149,421
"86045",50599,8280,0.4577,0.0346,11756,1035
"86046",58199,6056,0.4234,0.0356,5826,625
"86047",41735,3764,0.4556,0.0238,14388,503
"86052",NA,NA,NA,NA,333,302
"86053",47955,13980,0.4158,0.0425,2498,352
"86054",26250,11827,0.5495,0.049,1628,355
"86301",60907,4465,0.4434,0.0287,25178,1345
"86303",60037,5795,0.4518,0.0219,18452,1035
"86305",69609,8981,0.4839,0.0548,18421,1292
"86313",NA,NA,NA,NA,260,302
"86314",57038,4833,0.3945,0.0205,39118,1320
"86315",64525,10296,0.3909,0.0552,9096,1155
"86320",37847,14570,0.4718,0.0648,2972,682
"86321",75063,13649,0.2576,0.055,2745,595
"86322",46886,5497,0.4797,0.0367,12487,237
"86323",48086,4200,0.3971,0.0298,18913,1279
"86324",38902,25072,0.5048,0.0685,4419,21
"86325",66346,9239,0.3595,0.0387,5598,813
"86326",46069,5273,0.4374,0.0221,24896,1157
"86327",59602,5975,0.4408,0.0426,9894,1419
"86329",41339,26251,0.3723,0.0662,1545,541
"86331",39896,18842,0.4618,0.0701,445,243
"86332",38500,15656,0.5146,0.078,2017,359
"86333",44715,6785,0.4486,0.0632,7012,768
"86334",53897,16261,0.3686,0.04,4402,830
"86335",44142,8363,0.3992,0.0921,4593,951
"86336",56737,4995,0.5127,0.0387,10890,300
"86337",31716,12259,0.4342,0.0519,1610,356
"86338",54931,25787,0.446,0.0704,539,151
"86343",110563,92925,0.3654,0.2053,129,99
"86351",70341,8900,0.4376,0.0468,6300,793
"86401",53744,5188,0.4153,0.0269,28352,977
"86403",48369,8702,0.4364,0.0296,18068,1652
"86404",63423,7394,0.4142,0.0211,17966,1238
"86406",66298,3621,0.4401,0.0391,24050,1281
"86409",44387,3401,0.4609,0.0324,29109,1653
"86411",58015,39517,0.3827,0.0915,518,343
"86413",41731,7470,0.375,0.0306,11077,794
"86426",61475,4230,0.4334,0.0392,15630,1214
"86429",47335,7934,0.5049,0.0417,8391,783
"86431",22708,14779,0.4507,0.1401,296,144
"86432",31381,9286,0.3807,0.0931,4000,951
"86433",NA,NA,NA,NA,43,65
"86434",39821,15885,0.4123,0.0461,1697,315
"86435",NA,NA,NA,NA,0,13
"86436",30196,2614,0.3505,0.1084,1089,574
"86437",56875,55589,0.4006,0.2286,107,79
"86438",40671,8428,0.4625,0.1017,661,267
"86440",55480,6187,0.4387,0.05,8130,1087
"86441",33567,13335,0.4106,0.0642,1815,497
"86442",41199,4215,0.4718,0.0482,33477,715
"86443",NA,NA,NA,NA,0,13
"86444",50962,12551,0.399,0.0825,1517,422
"86445",53086,25355,0.4682,0.1363,253,145
"86502",19524,4687,0.547,0.0465,920,184
"86503",25684,1834,0.4987,0.0356,9089,725
"86504",42659,5505,0.5208,0.0443,6347,755
"86505",24572,2645,0.5559,0.0255,7522,525
"86506",23125,3508,0.5073,0.0419,1437,210
"86507",20357,7388,0.5365,0.0686,2005,356
"86508",14107,3267,0.5902,0.0648,516,116
"86510",25795,2660,0.5109,0.0262,3569,340
"86511",30054,10156,0.5237,0.0376,3629,611
"86512",27463,3789,0.429,0.0388,2513,331
"86514",37781,5037,0.4721,0.0353,3367,424
"86515",36818,9998,0.4782,0.0459,3079,529
"86520",17361,7238,0.5693,0.0459,2270,356
"86535",25625,16026,0.5665,0.0815,1428,335
"86538",24457,6997,0.5,0.0455,1491,330
"86540",25833,7032,0.4766,0.0702,1039,247
"86544",24750,9351,0.5706,0.0464,1377,222
"86545",23182,5939,0.5162,0.0415,1268,256
"86547",28333,6875,0.5287,0.0689,1040,231
"86556",21711,8196,0.5712,0.055,2845,471
"87001",39632,12370,0.5962,0.1186,3851,703
"87002",48584,2774,0.4343,0.0221,20533,1108
"87004",54483,5664,0.4285,0.0281,11778,493
"87005",NA,NA,0.2453,0.3246,96,65
"87006",71218,7995,0.3218,0.0932,1539,518
"87007",27404,10568,0.4592,0.0721,1385,376
"87008",107366,40268,0.3674,0.0629,2409,522
"87010",34846,13600,0.4323,0.1409,1005,288
"87011",NA,NA,NA,NA,0,13
"87012",51042,48829,0.3422,0.105,436,253
"87013",25656,2176,0.4935,0.0302,5648,571
"87014",31698,12014,0.5006,0.1291,499,221
"87015",69375,10196,0.4114,0.0296,14637,1293
"87016",34500,8019,0.4517,0.0529,2818,716
"87017",NA,NA,0.4497,0.1684,618,338
"87018",16161,2195,0.4598,0.0743,932,304
"87020",45361,14730,0.4506,0.0428,11073,613
"87021",58750,51092,0.3816,0.0991,2837,193
"87022",38309,21015,0.4223,0.0725,443,137
"87023",36827,7213,0.2709,0.0769,509,194
"87024",55391,12753,0.4627,0.0973,2510,445
"87025",131112,37139,0.3892,0.1006,1385,380
"87026",38712,7221,0.5006,0.0394,4259,654
"87027",NA,NA,0.5175,0.1778,359,158
"87028",27731,19604,0.2599,0.397,87,87
"87029",49091,22832,0.3105,0.1427,260,109
"87031",55971,5058,0.4229,0.0249,45537,1143
"87032",NA,NA,0.0723,0.0416,92,88
"87034",56063,10261,0.377,0.0437,3223,563
"87035",45724,9242,0.4285,0.0411,7301,898
"87036",47619,14779,0.4229,0.0609,1731,385
"87037",16013,2478,0.5874,0.0688,1771,429
"87038",61850,5178,0.2285,0.1767,390,255
"87040",36667,32109,0.4581,0.1131,783,388
"87041",51607,25961,0.4313,0.0807,828,167
"87042",53764,14000,0.5167,0.0975,3433,67
"87043",89809,16056,0.3902,0.0502,3863,443
"87044",50481,39175,0.5376,0.1548,120,52
"87045",31518,8125,0.4285,0.0574,1885,415
"87046",NA,NA,0.3552,0.124,214,159
"87047",99591,8511,0.3576,0.039,4545,644
"87048",95750,19703,0.4418,0.0355,8735,89
"87049",NA,NA,0.2794,0.657,253,316
"87051",59463,55552,0.2644,0.1902,1887,1045
"87052",38929,5247,0.4531,0.0415,2688,421
"87053",36250,13246,0.5147,0.0782,1253,297
"87056",64000,13456,0.2818,0.0649,1182,347
"87059",86838,14104,0.4211,0.039,9706,1120
"87060",NA,NA,NA,NA,0,13
"87061",29167,24014,0.2171,0.0891,258,151
"87062",29727,11952,0.3934,0.1036,1702,575
"87063",NA,NA,0.3597,0.092,367,211
"87064",18319,10564,0.1816,0.1455,84,73
"87068",68192,8912,0.373,0.0327,5335,345
"87070",NA,NA,NA,NA,9,14
"87072",47292,12278,0.6041,0.1021,604,118
"87083",47500,12178,0.3895,0.037,399,61
"87101",NA,NA,NA,NA,0,13
"87102",32575,2293,0.4874,0.0307,19056,1670
"87104",60343,11149,0.4906,0.0308,13468,1096
"87105",41358,3575,0.4469,0.0168,54138,2463
"87106",46391,5603,0.5055,0.0269,25844,1465
"87107",53888,4825,0.5205,0.0327,27981,1787
"87108",31917,2468,0.5243,0.0272,36433,2343
"87109",49909,2402,0.4784,0.0216,40249,1927
"87110",56247,3338,0.4668,0.0174,40307,1978
"87111",73290,3040,0.4647,0.0177,57518,2116
"87112",58791,2693,0.4287,0.0166,41818,2144
"87113",79288,10259,0.4662,0.0651,16879,1498
