"zip5","zip_median_income_2021","zip_median_income_2021_moe","zip_gini_2021","zip_gini_2021_moe","zip_population_2021","zip_population_2021_moe"
"28166",73269,8405,0.4072,0.0293,10536,974
"28167",53219,8414,0.3849,0.0873,2443,553
"28168",56828,5859,0.38,0.0273,10940,1134
"28169",NA,NA,0.4301,0.1084,187,83
"28170",34163,4391,0.4668,0.0361,10701,758
"28173",135541,6536,0.4298,0.0194,60070,1630
"28174",57346,8122,0.4493,0.0625,8820,749
"28202",93150,9912,0.4997,0.0284,14359,1215
"28203",91567,6602,0.4788,0.024,17358,1148
"28204",72500,11406,0.5125,0.0438,8649,713
"28205",61525,2900,0.4627,0.0136,51418,2331
"28206",37299,4355,0.4888,0.0362,12812,1257
"28207",192500,44831,0.5651,0.029,9733,1013
"28208",44711,3837,0.4841,0.0229,40885,2760
"28209",84113,9202,0.5214,0.0247,23339,1576
"28210",79403,7070,0.4924,0.0173,48214,1935
"28211",101827,10691,0.5768,0.0214,31581,1779
"28212",44747,2307,0.4141,0.0258,45180,2347
"28213",49714,4275,0.4396,0.0182,44553,2115
"28214",72302,5864,0.3892,0.0194,40619,2280
"28215",55578,3371,0.4288,0.0242,63548,3580
"28216",53462,3441,0.4143,0.0167,51477,2470
"28217",55075,2471,0.4219,0.0326,31338,2393
"28223",NA,NA,NA,NA,3626,629
"28226",107603,6302,0.5117,0.023,38347,2032
"28227",65198,4717,0.4075,0.018,58524,2380
"28244",NA,NA,NA,NA,0,13
"28262",59021,2890,0.4274,0.0244,43664,3594
"28269",72619,4277,0.3866,0.0132,78353,3339
"28270",112190,7395,0.4659,0.0226,34583,1787
"28273",75126,4323,0.3519,0.0222,44048,3793
"28274",NA,NA,NA,NA,636,213
"28277",111242,5272,0.4563,0.0197,71321,2870
"28278",107998,6105,0.3716,0.0261,34272,1784
"28280",NA,NA,NA,NA,0,13
"28282",NA,NA,NA,NA,0,13
"28301",30660,2523,0.5003,0.0375,16365,1000
"28303",43839,1835,0.4783,0.022,29842,1438
"28304",51622,2208,0.4178,0.0144,35829,1552
"28305",56786,14079,0.5651,0.0378,5843,508
"28306",56361,3629,0.4341,0.0162,44230,1684
"28307",43441,3377,0.3344,0.0277,14721,1111
"28308",NA,NA,NA,NA,505,166
"28310",NA,NA,NA,NA,8737,1229
"28311",51420,2710,0.4621,0.0203,34367,1583
"28312",54276,9028,0.458,0.0309,19654,1220
"28314",52709,1706,0.4097,0.0173,58218,2039
"28315",57066,5597,0.4554,0.0398,13254,800
"28318",47321,10602,0.4582,0.0707,3676,672
"28320",53269,4752,0.5091,0.0751,9163,1002
"28323",60810,7483,0.3637,0.0384,4199,562
"28325",47708,32279,0.3484,0.0753,401,146
"28326",72545,5874,0.4051,0.0459,24998,1875
"28327",72629,4196,0.412,0.0263,18514,1080
"28328",42777,4583,0.4689,0.0226,25323,1287
"28330",NA,NA,0.3468,0.1305,550,432
"28331",32000,30460,0.2441,0.1201,32,25
"28332",67883,22971,0.379,0.0996,745,339
"28333",34228,6520,0.4962,0.0925,10301,1311
"28334",43576,3055,0.4955,0.03,21745,1241
"28337",34957,5393,0.4719,0.0409,8643,770
"28338",56200,10910,0.4258,0.0471,3914,515
"28339",45793,6330,0.43,0.0359,6571,526
"28340",32403,2755,0.449,0.0308,9373,775
"28341",47367,20413,0.3784,0.0589,3954,826
"28342",106250,61089,0.3431,0.1885,147,115
"28343",41000,6514,0.4863,0.1269,1758,357
"28344",41612,4334,0.3763,0.0418,4897,1094
"28345",33410,4539,0.4694,0.0599,11336,843
"28347",34767,9373,0.4453,0.0932,2057,382
"28348",60875,3289,0.4152,0.0329,38367,1540
"28349",42117,14274,0.4128,0.0587,3564,613
"28350",121516,67313,0.1505,0.1901,299,207
"28351",40190,5802,0.4102,0.0427,4593,592
"28352",38453,3898,0.5248,0.047,24497,617
"28355",NA,NA,NA,NA,0,13
"28356",55472,13546,0.5041,0.066,5110,552
"28357",43750,9516,0.5245,0.1329,2398,379
"28358",41250,2851,0.5285,0.0577,34419,1175
"28359",NA,NA,NA,NA,852,257
"28360",44391,4167,0.4285,0.0254,14426,1034
"28362",28750,13833,0.2971,0.0973,43,25
"28363",40139,7484,0.4589,0.0953,977,410
"28364",35321,6748,0.4661,0.0208,13504,872
"28365",47972,5288,0.4484,0.0595,14844,1047
"28366",54873,7988,0.4598,0.0731,5195,986
"28367",38500,19139,0.4123,0.2021,190,136
"28368",68542,27109,0.1683,0.172,132,79
"28369",36116,6863,0.4608,0.0399,2193,312
"28371",44407,5026,0.462,0.0353,5253,588
"28372",30116,3228,0.5338,0.0351,12553,654
"28373",70625,18740,0.3031,0.0513,2544,499
"28374",94146,8215,0.4743,0.0294,18642,430
"28375",62935,15549,0.3534,0.1522,217,83
"28376",55820,2316,0.4544,0.0245,43520,742
"28377",31990,4106,0.4962,0.0338,11670,778
"28378",NA,NA,0.0545,0.0498,62,57
"28379",40476,5556,0.4767,0.0228,24624,1083
"28382",63264,7983,0.4842,0.0839,7480,998
"28383",35035,3795,0.4427,0.0298,6839,649
"28384",37181,5622,0.4681,0.0281,9605,814
"28385",61875,7084,0.3792,0.0656,1923,392
"28386",28173,3215,0.562,0.0446,5234,550
"28387",65558,4436,0.496,0.0331,15158,791
"28390",49129,3801,0.4488,0.0205,24726,1081
"28391",70545,12900,0.4014,0.0546,6289,787
"28392",31250,25506,0.6891,0.1308,1829,616
"28393",34088,2361,0.5717,0.1307,2024,471
"28394",62113,22561,0.4222,0.0466,5065,961
"28395",66333,5766,0.3988,0.0524,2091,311
"28396",50875,7240,0.4212,0.0564,2277,358
"28398",32270,9061,0.4208,0.0371,6663,972
"28399",41515,10138,0.4436,0.0623,1645,375
"28401",40555,4112,0.5096,0.0461,22167,1606
"28403",47422,3583,0.5277,0.0241,39745,1735
"28405",59062,4953,0.4964,0.036,34044,1943
"28409",95772,7790,0.4528,0.032,34273,2020
"28411",82718,4486,0.4353,0.0375,35903,1659
"28412",60758,5488,0.4782,0.0387,40407,2067
"28420",47976,6274,0.3732,0.0605,3182,763
"28421",55987,24258,0.5149,0.1585,2020,462
"28422",58315,7064,0.4533,0.0642,8002,821
"28423",41213,6782,0.4343,0.0357,2631,447
"28424",43750,20187,0.2548,0.1271,41,32
"28425",56436,7418,0.4057,0.0314,10424,696
"28428",78173,13873,0.4862,0.0395,6754,117
"28429",57570,7524,0.3798,0.0424,8509,1268
"28430",54698,15305,0.4002,0.1029,1961,380
"28431",31949,7260,0.5041,0.0423,6002,755
"28432",59722,54908,0.4289,0.0589,1370,377
"28433",33712,11396,0.495,0.0595,4449,767
"28434",60313,30961,0.5152,0.1377,614,166
"28435",34286,7859,0.4754,0.0462,2076,403
"28436",57083,11336,0.3392,0.0788,1731,526
"28438",47500,21045,0.3296,0.0746,1282,467
"28439",30479,8424,0.4674,0.0592,1003,362
"28441",40000,14319,0.4741,0.0592,3552,580
"28442",52950,18168,0.4149,0.1181,1464,497
"28443",80742,7694,0.4218,0.0289,24427,1192
"28444",58611,9438,0.3934,0.1,2233,519
"28445",72400,11521,0.4656,0.0362,9162,816
"28447",42853,15656,0.6087,0.1673,1673,609
"28448",25161,16646,0.5443,0.1564,721,363
"28449",95114,17630,0.4247,0.0561,2176,458
"28450",57019,15374,0.4881,0.0348,2056,249
"28451",67224,4443,0.4019,0.0257,38490,1257
"28452",56500,35776,0.3201,0.145,427,202
"28453",43547,10819,0.4138,0.0384,3811,731
"28454",54443,24338,0.3627,0.082,2490,647
"28455",49225,21595,0.5566,0.1679,2384,561
"28456",38167,5067,0.41,0.05,3824,499
"28457",53746,4917,0.4364,0.0355,10021,1074
"28458",38134,4821,0.4468,0.0337,5636,749
"28460",73097,10803,0.4239,0.064,10543,1059
"28461",73062,8376,0.4867,0.0539,22024,1167
"28462",49194,5560,0.4959,0.0501,12051,1024
"28463",33125,7541,0.4908,0.038,7443,550
"28464",31891,7888,0.4675,0.0601,2490,679
"28465",84519,9246,0.4528,0.0276,7768,420
"28466",53285,11180,0.4122,0.0319,7689,555
"28467",66250,5222,0.3548,0.0268,12110,849
"28468",67396,13494,0.4898,0.0606,4729,518
"28469",69797,10751,0.4294,0.0296,7563,763
"28470",49397,6307,0.4447,0.0339,10577,788
"28472",38735,7553,0.4722,0.0247,18272,1243
"28478",55689,14677,0.4663,0.0862,5115,866
"28479",65833,10990,0.4454,0.0646,6568,851
"28480",110481,19662,0.5028,0.0518,2655,413
"28501",30855,4158,0.5535,0.0622,18365,1171
"28504",45962,5257,0.4332,0.0257,20166,1186
"28508",50184,8773,0.3217,0.059,2016,655
"28509",NA,NA,NA,NA,0,13
"28510",55500,19162,0.5222,0.1275,1481,224
"28511",44605,5443,0.5599,0.2228,653,289
"28512",72059,9965,0.4879,0.0403,3320,319
"28513",52813,8036,0.4093,0.0365,9441,761
"28515",27703,6857,0.5121,0.0401,3097,288
"28516",49183,5224,0.437,0.0344,11365,696
"28518",53236,7670,0.4047,0.044,7340,1030
"28519",41875,22053,0.4486,0.1039,431,277
"28520",60257,50520,0.3444,0.1075,248,106
"28521",52255,3794,0.349,0.0632,1585,362
"28523",42014,21107,0.4592,0.0546,2568,731
"28524",63750,34164,0.3712,0.1173,223,124
"28525",41571,8221,0.4295,0.0539,2687,451
"28526",39444,17480,0.3807,0.0683,2738,558
"28527",44079,35262,0.3652,0.0482,1075,279
"28528",46607,25745,0.3713,0.1266,599,268
"28529",55833,7304,0.4151,0.0458,1723,265
"28530",33314,6355,0.4251,0.0479,6454,813
"28531",60500,17379,0.371,0.0489,1250,217
"28532",57516,3546,0.3989,0.0428,20279,913
"28533",NA,NA,NA,NA,3298,595
"28537",NA,NA,0.1509,0.109,39,26
"28538",53648,9616,0.3674,0.0419,2326,401
"28539",53946,11840,0.4252,0.06,16872,1532
"28540",52263,3351,0.4223,0.0329,51253,2780
"28542",107685,19603,0.0432,0.0163,3056,1059
"28543",37952,5168,0.3259,0.0451,6946,1063
"28544",60000,16161,0.3682,0.0478,5691,983
"28546",52154,4181,0.398,0.0244,49170,2587
"28547",63438,10738,0.3445,0.0511,19917,1592
"28551",50417,12286,0.4045,0.032,14299,1179
"28552",53242,35056,0.2976,0.1914,258,171
"28553",NA,NA,0.4207,0.1932,381,184
"28554",NA,NA,0.3197,0.1143,68,51
"28555",52746,12752,0.4298,0.0386,5105,668
"28556",73750,44700,0.3633,0.0814,761,228
"28557",60657,6075,0.4541,0.0253,14880,469
"28560",54656,5150,0.4651,0.0335,29097,1503
"28562",67307,6210,0.4483,0.019,37447,1452
"28570",63882,4898,0.4211,0.0223,20857,791
"28571",59830,13548,0.4876,0.0639,2527,325
"28572",52700,6516,0.4448,0.0672,6680,1134
"28573",43625,18412,0.4776,0.0506,1630,328
"28574",52469,6431,0.3749,0.0311,19231,1727
"28575",106250,50702,0.2937,0.0799,201,93
"28577",95048,26306,0.2651,0.1371,287,110
"28578",56733,9913,0.4197,0.0538,5703,1009
"28579",71354,20181,0.331,0.078,826,324
"28580",41704,3363,0.4342,0.0286,12228,600
"28581",NA,NA,0.3512,0.1715,136,84
"28582",62583,15623,0.3849,0.0666,1750,375
"28584",68344,12659,0.4624,0.0557,14231,979
"28585",49375,14799,0.431,0.0469,3714,397
"28586",36070,7132,0.4483,0.0465,7181,803
"28587",35341,21609,0.4857,0.0758,231,99
"28589",NA,NA,NA,NA,38,53
"28590",74726,5287,0.4237,0.0401,24763,1466
"28594",87794,11542,0.467,0.0572,3844,20
"28601",60277,2232,0.4812,0.0216,52423,1743
"28602",49008,3809,0.4443,0.0199,29463,1574
"28604",59250,8058,0.4784,0.0448,7697,676
"28605",64855,14088,0.4501,0.0469,3792,495
"28606",39766,13875,0.4593,0.1019,1704,426
"28607",43542,4738,0.5441,0.0285,33813,1142
"28609",59710,10892,0.4378,0.0522,5630,753
"28610",65461,7946,0.3874,0.0416,11076,1305
"28611",21500,18637,0.4898,0.1355,251,143
"28612",48140,9635,0.4855,0.0473,11954,1240
"28613",51952,7681,0.4517,0.0335,23355,1297
"28615",45230,6994,0.3845,0.0493,1723,351
"28616",98750,29586,0.183,0.0887,152,117
"28617",35778,17519,0.4282,0.0891,1821,453
"28618",56378,9785,0.44,0.0686,2562,513
"28619",45000,29623,0.3805,0.0776,428,198
"28621",53535,2313,0.4418,0.0366,9842,743
"28622",36914,9581,0.4974,0.0666,2605,445
"28623",46250,12570,0.4163,0.0748,1703,305
"28624",48348,14498,0.4846,0.0871,1412,450
"28625",55299,4110,0.429,0.0258,37480,1424
"28626",56411,18646,0.4214,0.0635,2948,456
"28627",39479,22441,0.5996,0.2196,1248,311
"28628",81364,17882,0.1507,0.1723,49,56
"28629",NA,NA,NA,NA,0,13
"28630",58181,5902,0.4317,0.0416,20808,1227
"28631",NA,NA,0.4327,0.161,1044,418
"28634",58148,12414,0.4236,0.0796,4779,893
"28635",39250,12165,0.3809,0.0536,3240,773
"28636",50036,7194,0.423,0.0379,4133,566
"28637",44014,6244,0.5038,0.1138,1572,325
"28638",52013,7006,0.4244,0.0276,11838,955
"28640",43606,5558,0.4625,0.0448,4680,660
"28641",NA,NA,NA,NA,48,43
"28642",40179,8400,0.4908,0.0549,5293,604
"28643",44005,3937,0.4623,0.0917,4231,735
"28644",35577,18283,0.4802,0.0834,1185,294
"28645",44563,2868,0.4266,0.017,46214,1417
"28646",69489,28447,0.5676,0.1215,414,161
"28649",38644,1830,0.5389,0.3223,1183,471
"28650",56859,8027,0.4397,0.0473,11662,1082
"28651",45219,10948,0.4152,0.0338,5717,721
"28652",65545,39880,0.1629,0.1532,154,162
"28653",NA,NA,NA,NA,21,32
"28654",43571,14541,0.4576,0.0541,2850,592
"28655",45725,2352,0.4475,0.0189,55752,1445
"28657",43762,6241,0.4345,0.0323,8226,557
"28658",59324,3402,0.4088,0.0257,26578,1335
"28659",48097,3401,0.4475,0.0333,21601,1242
"28660",62188,14946,0.3357,0.0496,2232,384
"28662",NA,NA,NA,NA,52,75
"28663",36532,19809,0.4552,0.134,677,235
"28664",58300,37144,0.1646,0.1067,167,127
"28665",37500,10181,0.4414,0.0701,2656,547
"28666",NA,NA,0.0663,0.0505,90,112
"28667",27500,20090,0.5437,0.1633,200,105
"28668",NA,NA,0.3831,0.0949,180,100
"28669",46150,15277,0.5347,0.1509,2723,528
"28670",55786,15400,0.3555,0.0348,2965,567
"28671",46083,24800,0.3721,0.1356,376,178
"28672",NA,NA,0.212,0.3648,152,210
"28673",87832,13709,0.4465,0.0543,6425,1025
"28675",37558,3330,0.4571,0.0329,6527,332
"28676",46094,12266,0.5578,0.0703,3121,367
"28677",48670,3593,0.4466,0.0212,35231,1215
"28678",65096,7286,0.4616,0.1062,5706,838
"28679",49276,24464,0.4113,0.0539,2313,622
"28681",52440,4211,0.4235,0.026,26297,971
"28682",84737,15757,0.4578,0.0864,1342,377
"28683",34554,12975,0.4498,0.0513,1355,356
"28684",54271,22492,0.3478,0.06,1703,452
"28685",39464,12354,0.405,0.0529,1984,509
"28689",62969,11294,0.3312,0.0664,2685,712
"28690",60079,8543,0.4737,0.0523,9211,765
"28692",40982,13384,0.4523,0.062,4456,744
"28693",40509,10859,0.4345,0.069,1515,386
"28694",44456,4733,0.3937,0.0262,6861,730
"28697",46331,7471,0.4829,0.0606,13766,1081
"28698",47074,10616,0.4421,0.0836,2594,575
"28701",76939,16646,0.3903,0.0512,4993,2322
"28702",40694,30643,0.3576,0.1011,630,239
"28704",71026,5526,0.4906,0.0347,21608,1972
"28705",47363,9717,0.4276,0.0591,6871,517
"28707",49018,33277,0.2789,0.0701,580,254
"28708",35778,26794,0.3166,0.1728,168,123
"28709",58924,32975,0.4044,0.0536,2588,683
"28710",NA,NA,NA,NA,0,13
"28711",61915,11904,0.4654,0.0452,12639,660
"28712",59327,5683,0.4291,0.0237,19777,770
"28713",53427,11647,0.4493,0.0447,8661,427
"28714",46479,5907,0.4471,0.0307,16441,415
"28715",62533,5673,0.4624,0.0436,27885,2037
"28716",50635,6124,0.4275,0.0328,17701,1128
"28717",67464,26098,0.4475,0.1276,1253,364
"28718",62952,35104,0.2597,0.139,393,294
"28719",41905,6260,0.4432,0.0341,6901,585
"28720",55625,18840,0.4931,0.1455,149,75
"28721",51250,11138,0.4288,0.0375,9890,747
"28722",49437,8561,0.4474,0.037,6320,593
"28723",39356,6158,0.4351,0.0338,10764,748
"28725",NA,NA,0.3989,0.1133,83,48
"28726",49310,10582,0.3815,0.0673,3904,763
"28729",85083,21174,0.4037,0.0919,3281,705
"28730",69474,18468,0.4504,0.0519,8532,1161
"28731",66099,9811,0.4386,0.0399,8779,1044
"28732",67167,9052,0.4056,0.0247,18275,1115
"28733",NA,NA,0.2897,0.1642,73,45
"28734",44181,3851,0.447,0.0202,28676,714
"28735",NA,NA,0.4255,0.1611,224,133
"28736",58333,19074,0.6105,0.1553,878,310
"28739",64101,3492,0.4599,0.023,21454,1215
"28740",44176,4401,0.4653,0.0529,1638,336
"28741",61913,5999,0.5343,0.0606,3917,460
"28742",56563,23674,0.3828,0.0389,3078,786
"28743",52045,11014,0.4327,0.0548,2424,415
"28745",60707,39309,0.439,0.1879,394,189
"28746",61654,7914,0.5423,0.0613,2652,305
"28747",38920,6410,0.5128,0.0922,2198,453
"28748",45926,3798,0.3943,0.0252,11885,1384
"28749",NA,NA,0.5264,0.3814,111,112
"28751",53317,7735,0.4204,0.0569,3964,554
"28752",51493,3565,0.4066,0.0298,30989,822
"28753",50691,9332,0.4787,0.0468,9449,825
"28754",50654,6321,0.4773,0.0341,9655,747
"28755",NA,NA,NA,NA,0,13
"28756",49444,15505,0.4858,0.1349,3657,498
"28757",NA,NA,NA,NA,343,203
"28758",NA,NA,NA,NA,0,13
"28759",69368,8782,0.4111,0.0247,7543,185
"28761",46724,15564,0.5159,0.0607,6954,640
"28762",49524,5831,0.413,0.0453,6523,570
"28763",73750,9103,0.4813,0.1525,2611,546
"28766",66500,26756,0.4004,0.0785,1101,252
"28768",60795,16739,0.4252,0.0519,7302,707
"28770",NA,NA,NA,NA,0,13
"28771",41176,5474,0.4333,0.0354,7476,198
"28772",44922,33598,0.3066,0.0481,1057,317
"28773",62546,13776,0.3933,0.0501,2976,546
"28774",106683,42624,0.4233,0.0669,1225,346
"28775",82563,73197,0.5048,0.1284,572,257
"28777",50680,6098,0.4685,0.0645,10318,691
"28778",54216,7557,0.399,0.0572,10771,1668
"28779",52140,5799,0.4389,0.0389,18377,1088
"28781",39875,22885,0.5963,0.1117,967,246
"28782",57103,8439,0.439,0.0273,6329,586
"28783",49839,15049,0.3681,0.0662,1535,518
"28785",54972,8755,0.4466,0.0392,8183,804
"28786",51561,5098,0.4788,0.0302,21526,909
"28787",60734,6984,0.4172,0.0305,23188,1639
"28788",68750,37205,0.4596,0.1364,151,69
"28789",36483,5850,0.5519,0.0793,6957,1174
"28790",87728,15505,0.4328,0.0887,3313,559
"28791",69855,5721,0.4699,0.0483,15067,1063
"28792",49037,3292,0.4239,0.0224,35181,1864
"28801",44860,5018,0.541,0.0221,14395,1119
"28803",60290,4593,0.4981,0.0248,34036,2084
"28804",72575,7367,0.4799,0.0278,24854,1218
"28805",54911,5440,0.4766,0.0493,20147,1455
"28806",54597,4624,0.4916,0.0516,44733,2698
"28901",43765,4045,0.3929,0.036,5104,659
"28902",44458,18153,0.3573,0.0776,1107,400
"28904",50655,10152,0.5014,0.0492,9642,398
"28905",41468,7184,0.3882,0.0555,3609,606
"28906",43195,3597,0.4229,0.0208,19447,839
"28909",41111,8301,0.4311,0.0967,603,296
"29001",45938,22146,0.481,0.0727,2032,401
"29003",46295,8763,0.4236,0.0433,5793,375
"29006",45390,3435,0.4081,0.0328,9246,1028
"29009",53958,8860,0.3446,0.0722,2039,442
"29010",31002,6217,0.4906,0.0336,11877,544
"29014",66513,11297,0.3493,0.0652,1410,400
"29015",52188,22049,0.4084,0.0664,1302,259
"29016",88377,12028,0.4025,0.0423,27283,2173
"29018",38491,11912,0.4524,0.0942,3501,483
"29020",47091,7616,0.4902,0.031,21566,1098
"29030",54324,20232,0.4771,0.0823,2096,498
"29031",53850,6865,0.3743,0.091,1826,506
"29032",54502,21122,0.4316,0.0799,5164,906
"29033",55730,7519,0.3875,0.0223,12789,196
"29036",103431,4744,0.4371,0.0293,24548,1734
"29037",71193,27650,0.5937,0.2432,864,354
"29038",38864,8260,0.4395,0.0687,2336,519
"29039",53452,10079,0.4367,0.0894,3284,698
"29040",61381,6662,0.4037,0.0469,9769,1322
"29042",38859,16828,0.4487,0.0467,4633,479
"29044",54697,16813,0.4331,0.0504,5473,990
"29045",64688,7676,0.4351,0.0333,28906,1741
"29046",NA,NA,NA,NA,36,59
"29047",28353,2887,0.4927,0.0491,3329,600
"29048",37500,12042,0.4572,0.047,5051,1226
"29051",58750,45139,0.3945,0.1186,358,183
"29052",53372,49705,0.4102,0.0727,1722,725
"29053",44629,4928,0.4236,0.0331,20458,1303
"29054",76009,9092,0.411,0.0332,8852,776
"29055",39511,7714,0.4781,0.0482,3786,533
"29056",40795,6875,0.5085,0.0791,2259,327
"29058",54139,19873,0.3959,0.0396,5346,1155
"29059",34549,6457,0.41,0.0431,5312,809
"29061",54398,8801,0.4078,0.0372,12500,1374
"29062",NA,NA,NA,NA,10,18
"29063",85978,4824,0.4153,0.0261,38703,2181
"29065",41979,6438,0.317,0.1576,465,190
"29067",45420,7345,0.4431,0.0417,11158,1056
"29069",36009,7774,0.5048,0.0482,4304,563
"29070",58427,4370,0.3936,0.0276,16208,1364
"29072",92026,5371,0.4077,0.0155,65308,2312
"29073",65403,2592,0.3885,0.0234,48657,2862
"29074",53857,6296,0.5185,0.2568,206,124
"29075",71433,14781,0.3858,0.053,2968,542
"29078",58477,5177,0.4042,0.0229,15686,1114
"29079",NA,NA,NA,NA,12,20
"29080",34919,15545,0.493,0.1057,3020,569
"29081",34978,20728,0.4926,0.0656,1154,276
"29082",38750,21623,0.3919,0.0587,466,159
"29101",51181,11868,0.5292,0.1254,2997,483
"29102",44725,4397,0.479,0.04,16351,787
"29104",38512,5505,0.422,0.0595,1282,301
"29105",56700,10548,0.3585,0.068,1002,343
"29107",39540,9668,0.4099,0.0468,2870,507
"29108",46613,3942,0.4655,0.0343,20541,850
"29111",78264,11352,0.4542,0.0825,1625,307
"29112",38000,11129,0.5113,0.1179,3466,475
"29113",41053,11796,0.4361,0.1066,2129,478
"29114",46023,14681,0.4539,0.0754,1394,261
"29115",29372,2841,0.5264,0.0383,26678,1497
"29117",NA,NA,NA,NA,641,468
"29118",53547,7244,0.4493,0.0656,16387,1413
"29122",63000,15442,0.3406,0.2273,84,60
"29123",53116,6981,0.3828,0.0299,7478,840
"29125",44075,12631,0.5615,0.1376,3050,525
"29126",63417,26317,0.524,0.1513,2406,484
"29127",55149,6521,0.4216,0.0398,8323,721
"29128",38321,5553,0.4724,0.0598,3932,648
"29129",54222,29457,0.4902,0.0829,4372,1040
"29130",61742,24697,0.4956,0.0509,6664,752
"29133",39402,11855,0.3782,0.0703,753,244
"29135",48547,9883,0.4854,0.0512,8766,543
"29137",41206,7401,0.5186,0.1166,2011,341
"29138",37232,3601,0.4736,0.055,10671,626
"29142",31426,8163,0.4913,0.0536,5142,827
"29145",48826,19890,0.5283,0.1566,733,384
"29146",38214,6728,0.5233,0.0885,1215,203
"29148",42754,5390,0.503,0.0418,5808,703
"29150",40538,3012,0.5041,0.0186,38601,1700
"29152",40697,12889,0.4386,0.071,2250,464
"29153",53944,9586,0.4592,0.0325,15829,1594
"29154",56649,2874,0.3995,0.0206,28459,1871
"29160",54811,5162,0.4369,0.0491,6882,687
"29161",43311,4967,0.4688,0.0409,11144,1264
"29162",49828,7392,0.4546,0.054,3609,410
"29163",NA,NA,0.4944,0.1341,1608,849
"29164",46818,20246,0.5307,0.1265,5305,679
"29166",68750,28780,0.4133,0.094,724,196
"29168",35179,13473,0.4964,0.0688,3837,690
"29169",46065,3138,0.4609,0.0238,21690,781
"29170",64225,2658,0.3911,0.0206,21954,1173
"29172",54110,3942,0.3782,0.0287,9290,1097
"29175",41375,7884,0.4235,0.1801,419,166
"29177",NA,NA,NA,NA,132,91
"29178",43955,11026,0.403,0.0401,3495,531
"29180",38552,8250,0.5047,0.0392,12229,1023
"29201",32306,5961,0.584,0.0342,21176,1450
"29203",33952,1263,0.5053,0.0247,41047,2135
"29204",45238,4595,0.499,0.0203,17871,897
"29205",54663,4076,0.5772,0.0249,23388,1586
"29206",79005,8591,0.5189,0.0385,19493,985
"29207",NA,NA,NA,NA,11396,927
"29208",NA,NA,NA,NA,2261,351
"29209",55255,5488,0.4961,0.0341,37365,2748
"29210",45586,2252,0.3907,0.0218,40269,2391
"29212",65888,6100,0.4386,0.0173,27724,1641
"29223",49850,4746,0.5068,0.0208,50910,2606
"29225",NA,NA,NA,NA,476,217
"29229",72143,7553,0.3682,0.0233,49350,3150
"29301",50221,2667,0.4784,0.0314,36124,2276
"29302",61103,11963,0.5052,0.0346,18050,1418
"29303",38775,2949,0.443,0.0265,26530,1667
"29306",32702,4320,0.5151,0.0313,17414,1317
"29307",57652,6950,0.44,0.0269,19260,1476
"29316",66199,5068,0.3932,0.0231,28930,1922
"29320",40519,15669,0.2331,0.127,651,662
"29321",31156,16361,0.3917,0.0424,2998,579
"29322",54411,9369,0.5168,0.0598,9576,1151
"29323",56350,4316,0.4792,0.0704,14949,1360
"29324",NA,NA,0.2714,0.173,91,132
"29325",41355,4965,0.5065,0.0602,14279,761
"29329",63616,33100,0.2703,0.2217,171,101
"29330",51868,10313,0.4689,0.0602,9389,1395
"29331",NA,NA,0.3954,0.4695,51,44
"29332",46316,10498,0.4001,0.0471,3030,837
"29333",65556,1971,0.4821,0.3157,197,113
"29334",66533,3636,0.3996,0.029,15892,1543
"29335",46078,6255,0.4711,0.0784,5644,603
"29338",NA,NA,NA,NA,49,78
"29340",36702,4639,0.4577,0.0301,20549,1153
"29341",41564,4447,0.4754,0.0355,19436,1186
"29346",45625,43559,0.4533,0.1055,275,129
"29349",66902,3399,0.4211,0.0277,34215,2087
"29351",49079,23138,0.5035,0.1543,1470,351
"29353",55769,11975,0.4032,0.0293,3628,430
"29355",54112,12022,0.3911,0.0811,855,297
"29356",53218,9222,0.5792,0.0615,8392,750
"29360",48114,5487,0.4742,0.0307,22143,1287
"29364",23917,13676,0.4227,0.0732,622,218
"29365",75257,7972,0.3625,0.035,13971,1413
"29368",NA,NA,0.1555,0.128,207,231
"29369",79740,5213,0.3998,0.0367,15223,1153
"29370",60375,8252,0.3877,0.0979,658,258
"29372",52000,10340,0.3739,0.0432,4159,566
"29373",41522,14977,0.4285,0.1486,287,146
"29374",50588,8543,0.4714,0.0609,3235,460
"29375",NA,NA,0.4318,0.1529,71,67
"29376",68707,10406,0.4256,0.0488,8746,1169
"29377",40463,24648,0.3802,0.1982,571,373
"29378",NA,NA,0.3291,0.1387,68,49
"29379",38626,3629,0.4809,0.0534,17569,626
"29384",47768,3547,0.3988,0.048,3442,459
"29385",50991,2870,0.3696,0.0272,7476,893
"29388",68506,2273,0.3572,0.0316,15369,1331
"29401",88311,10073,0.6063,0.0377,8587,861
"29403",54904,7033,0.5383,0.0193,22016,1518
"29404",61406,11484,0.3074,0.0561,2312,355
"29405",44256,4042,0.4741,0.0321,29087,1683
"29406",40797,3776,0.5002,0.0637,33150,2075
"29407",67486,4731,0.5434,0.0775,36294,1703
"29409",103250,99988,0.2019,0.132,2539,240
"29410",76094,7152,0.3939,0.0268,20260,83
"29412",87763,4690,0.4573,0.0303,41033,1889
"29414",76576,4237,0.4229,0.0257,42665,1918
"29418",46080,6004,0.4437,0.0282,22425,1607
"29420",62256,8784,0.4406,0.0282,21711,1646
"29424",NA,NA,NA,NA,1140,297
"29425",NA,NA,NA,NA,0,14
